WEEK,COUNT,DEATHDT,MONTH,YRSEAS,JAN1,FLUA,FLUB,RSVPOS,PCTA,PCTB,WEEKOFYRS
402,3886,2000-05-14,5,2000,0,0,3,52,0,0.0063,37
403,3892,2000-05-21,5,2000,0,2,3,65,0.004,0.006,38
404,3986,2000-05-28,5,2000,0,0,1,36,0,0.0025,39
405,3909,2000-06-04,6,2000,0,3,11,54,0.0058,0.0212,40
406,3921,2000-06-11,6,2000,0,1,1,35,0.0022,0.0022,41
407,3892,2000-06-18,6,2000,0,0,7,39,0,0.0145,42
408,4075,2000-06-25,6,2000,0,1,9,30,0.0023,0.0211,43
409,3801,2000-07-02,7,2000,0,0,7,27,0,0.0167,44
410,3959,2000-07-09,7,2000,0,0,1,22,0,0.003,45
411,3908,2000-07-16,7,2000,0,1,1,12,0.0026,0.0026,46
412,3953,2000-07-23,7,2000,0,0,0,18,0,0,47
413,3869,2000-07-30,7,2000,0,0,0,10,0,0,48
414,3730,2000-08-06,8,2000,0,0,0,9,0,0,49
415,3780,2000-08-13,8,2000,0,0,0,11,0,0,50
416,3901,2000-08-20,8,2000,0,0,0,8,0,0,51
417,3917,2000-08-27,8,2000,0,0,0,13,0,0,52
418,3827,2000-09-03,9,2001,0,0,0,4,0,0,1
419,3900,2000-09-10,9,2001,0,1,0,7,0.0027,0,2
420,3968,2000-09-17,9,2001,0,0,0,8,0,0,3
421,4028,2000-09-24,9,2001,0,0,0,12,0,0,4
422,4078,2000-10-01,10,2001,0,0,0,16,0,0,5
423,4145,2000-10-08,10,2001,0,0,1,15,0,0.0017,6
424,4132,2000-10-15,10,2001,0,0,0,21,0,0,7
425,4144,2000-10-22,10,2001,0,2,0,25,0.003,0,8
426,4132,2000-10-29,10,2001,0,2,0,31,0.0025,0,9
427,4185,2000-11-05,11,2001,0,2,1,36,0.0025,0.0013,10
428,4194,2000-11-12,11,2001,0,0,2,68,0,0.0022,11
429,4215,2000-11-19,11,2001,0,2,11,107,0.0019,0.0102,12
430,4119,2000-11-26,11,2001,0,1,30,163,0.0009,0.0259,13
431,4234,2000-12-03,12,2001,0,0,49,231,0,0.0368,14
432,4603,2000-12-10,12,2001,0,9,123,293,0.0058,0.0787,15
433,4524,2000-12-17,12,2001,0,6,162,347,0.0036,0.0968,16
434,4567,2000-12-24,12,2001,0,11,150,339,0.008,0.1087,17
435,4123,2000-12-31,12,2001,1,20,190,456,0.0103,0.0978,18
436,4653,2001-01-07,1,2001,0,27,183,396,0.0117,0.0791,19
437,4573,2001-01-14,1,2001,0,45,159,347,0.0209,0.0739,20
438,4472,2001-01-21,1,2001,0,66,130,375,0.0314,0.0618,21
439,4641,2001-01-28,1,2001,0,119,178,414,0.0519,0.0776,22
440,4477,2001-02-04,2,2001,0,185,188,402,0.0702,0.0713,23
441,4462,2001-02-11,2,2001,0,197,203,374,0.0799,0.0824,24
442,4537,2001-02-18,2,2001,0,165,214,309,0.0679,0.088,25
443,4588,2001-02-25,2,2001,0,146,257,295,0.0579,0.1019,26
444,4523,2001-03-04,3,2001,0,136,208,268,0.0637,0.0975,27
445,4437,2001-03-11,3,2001,0,75,158,227,0.0394,0.083,28
446,4248,2001-03-18,3,2001,0,34,95,150,0.0195,0.0546,29
447,4357,2001-03-25,3,2001,0,25,56,169,0.0178,0.0398,30
448,4218,2001-04-01,4,2001,0,26,34,117,0.0232,0.0304,31
449,4203,2001-04-08,4,2001,0,11,40,84,0.0105,0.0383,32
450,4396,2001-04-15,4,2001,0,13,10,72,0.0128,0.0099,33
451,4191,2001-04-22,4,2001,0,6,13,61,0.0064,0.0138,34
452,4288,2001-04-29,4,2001,0,3,6,41,0.0039,0.0078,35
453,4225,2001-05-06,5,2001,0,2,2,41,0.003,0.003,36
454,4047,2001-05-13,5,2001,0,1,0,34,0.0019,0,37
455,4008,2001-05-20,5,2001,0,0,0,19,0,0,38
456,4064,2001-05-27,5,2001,0,3,0,14,0.0057,0,39
457,4112,2001-06-03,6,2001,0,0,1,6,0,0.002,40
458,4214,2001-06-10,6,2001,0,0,0,7,0,0,41
459,4137,2001-06-17,6,2001,0,1,0,9,0.0022,0,42
460,4020,2001-06-24,6,2001,0,0,0,1,0,0,43
461,4082,2001-07-01,7,2001,0,0,0,3,0,0,44
462,3927,2001-07-08,7,2001,0,1,0,2,0.0025,0,45
463,3905,2001-07-15,7,2001,0,1,0,4,0.003,0,46
464,3992,2001-07-22,7,2001,0,0,0,3,0,0,47
465,3976,2001-07-29,7,2001,0,3,0,4,0.0141,0,48
466,4279,2001-08-05,8,2001,0,2,0,0,0.0073,0,49
467,3932,2001-08-12,8,2001,0,0,1,3,0,0.0033,50
468,3936,2001-08-19,8,2001,0,0,0,0,0,0,51
469,3896,2001-08-26,8,2001,0,0,0,2,0,0,52
470,3984,2001-09-02,9,2002,0,0,0,2,0,0,1
471,3946,2001-09-09,9,2002,0,0,0,0,0,0,2
472,3958,2001-09-16,9,2002,0,0,0,6,0,0,3
473,4036,2001-09-23,9,2002,0,1,0,5,0.0024,0,4
474,4030,2001-09-30,9,2002,0,0,0,4,0,0,5
475,4250,2001-10-07,10,2002,0,0,0,8,0,0,6
476,4354,2001-10-14,10,2002,0,0,0,8,0,0,7
477,4166,2001-10-21,10,2002,0,0,0,9,0,0,8
478,4217,2001-10-28,10,2002,0,2,0,13,0.0031,0,9
479,4167,2001-11-04,11,2002,0,2,0,23,0.003,0,10
480,4140,2001-11-11,11,2002,0,1,0,28,0.0014,0,11
481,4191,2001-11-18,11,2002,0,0,0,53,0,0,12
482,4088,2001-11-25,11,2002,0,3,0,68,0.0035,0,13
483,4074,2001-12-02,12,2002,0,1,0,114,0.0011,0,14
484,4221,2001-12-09,12,2002,0,5,1,165,0.0051,0.001,15
485,4302,2001-12-16,12,2002,0,12,4,275,0.0109,0.0036,16
486,4542,2001-12-23,12,2002,0,51,1,292,0.0519,0.001,17
487,4738,2001-12-30,12,2002,1,103,2,410,0.0795,0.0015,18
488,4658,2002-01-06,1,2002,0,149,3,392,0.0846,0.0017,19
489,4567,2002-01-13,1,2002,0,199,16,301,0.1198,0.0096,20
490,4448,2002-01-20,1,2002,0,298,16,288,0.1491,0.008,21
491,4447,2002-01-27,1,2002,0,427,22,347,0.1711,0.0088,22
492,4637,2002-02-03,2,2002,0,472,44,295,0.1858,0.0173,23
493,4678,2002-02-10,2,2002,0,444,69,331,0.1836,0.0285,24
494,4536,2002-02-17,2,2002,0,439,64,353,0.1648,0.024,25
495,4672,2002-02-24,2,2002,0,373,100,248,0.1458,0.0391,26
496,4554,2002-03-03,3,2002,0,343,156,203,0.1573,0.0716,27
497,4491,2002-03-10,3,2002,0,320,41,219,0.1473,0.0189,28
498,4632,2002-03-17,3,2002,0,379,54,211,0.1714,0.0244,29
499,4481,2002-03-24,3,2002,0,409,44,185,0.2351,0.0253,30
500,4357,2002-03-31,3,2002,0,307,16,182,0.1809,0.0094,31
501,4413,2002-04-07,4,2002,0,292,24,145,0.1682,0.0138,32
502,4296,2002-04-14,4,2002,0,128,20,134,0.0962,0.015,33
503,4185,2002-04-21,4,2002,0,85,14,130,0.08,0.0132,34
504,4178,2002-04-28,4,2002,0,38,19,105,0.0393,0.0197,35
505,4229,2002-05-05,5,2002,0,38,19,97,0.0389,0.0194,36
506,4182,2002-05-12,5,2002,0,19,16,88,0.0242,0.0204,37
507,4163,2002-05-19,5,2002,0,11,16,50,0.0174,0.0253,38
508,4203,2002-05-26,5,2002,0,11,7,50,0.0171,0.0109,39
509,3987,2002-06-02,6,2002,0,3,5,47,0.0056,0.0094,40
510,4044,2002-06-09,6,2002,0,0,5,41,0,0.0092,41
511,4107,2002-06-16,6,2002,0,3,2,37,0.0054,0.0036,42
512,4016,2002-06-23,6,2002,0,4,2,21,0.0087,0.0043,43
513,4405,2002-06-30,6,2002,0,4,1,17,0.0104,0.0026,44
514,4162,2002-07-07,7,2002,0,1,0,13,0.003,0,45
515,4125,2002-07-14,7,2002,0,0,1,10,0,0.0028,46
516,4074,2002-07-21,7,2002,0,0,0,7,0,0,47
517,4085,2002-07-28,7,2002,0,1,0,9,0.0033,0,48
518,4088,2002-08-04,8,2002,0,0,0,6,0,0,49
519,4137,2002-08-11,8,2002,0,1,0,9,0.0023,0,50
520,4064,2002-08-18,8,2002,0,4,0,6,0.0093,0,51
521,4008,2002-08-25,8,2002,0,3,0,5,0.0065,0,52
522,3796,2002-09-01,9,2003,0,0,0,4,0,0,1
523,4011,2002-09-08,9,2003,0,0,0,9,0,0,2
524,4033,2002-09-15,9,2003,0,0,0,13,0,0,3
525,4056,2002-09-22,9,2003,0,0,0,10,0,0,4
526,4035,2002-09-29,9,2003,0,0,0,8,0,0,5
527,4075,2002-10-06,10,2003,0,0,0,15,0,0,6
528,4199,2002-10-13,10,2003,0,1,0,16,0.0017,0,7
529,4262,2002-10-20,10,2003,0,0,0,26,0,0,8
530,4314,2002-10-27,10,2003,0,1,0,31,0.0011,0,9
531,4556,2002-11-03,11,2003,0,0,0,29,0,0,10
532,4319,2002-11-10,11,2003,0,2,0,40,0.0025,0,11
533,4358,2002-11-17,11,2003,0,5,1,44,0.006,0.0012,12
534,4282,2002-11-24,11,2003,0,5,0,64,0.0062,0,13
535,4360,2002-12-01,12,2003,0,14,0,83,0.0142,0,14
536,4580,2002-12-08,12,2003,0,44,1,117,0.0379,0.0009,15
537,4575,2002-12-15,12,2003,0,79,0,168,0.0612,0,16
538,4572,2002-12-22,12,2003,0,138,4,217,0.1158,0.0034,17
539,4779,2002-12-29,12,2003,0,160,2,279,0.1236,0.0015,18
540,4772,2003-01-05,1,2003,1,159,0,247,0.1037,0,19
541,4573,2003-01-12,1,2003,0,112,1,254,0.0862,0.0008,20
542,4621,2003-01-19,1,2003,0,85,3,319,0.0574,0.002,21
543,4603,2003-01-26,1,2003,0,104,16,387,0.0741,0.0114,22
544,4540,2003-02-02,2,2003,0,137,32,461,0.0761,0.0178,23
545,4492,2003-02-09,2,2003,0,109,17,446,0.0586,0.0091,24
546,4405,2003-02-16,2,2003,0,109,79,470,0.0551,0.0399,25
547,4464,2003-02-23,2,2003,0,80,176,446,0.0373,0.0821,26
548,4592,2003-03-02,3,2003,0,88,181,432,0.0384,0.0789,27
549,4643,2003-03-09,3,2003,0,80,192,353,0.0376,0.0903,28
550,4454,2003-03-16,3,2003,0,79,184,312,0.0311,0.0725,29
551,4400,2003-03-23,3,2003,0,63,167,236,0.0264,0.07,30
552,4254,2003-03-30,3,2003,0,68,123,183,0.0237,0.0428,31
553,4284,2003-04-06,4,2003,0,73,77,145,0.0291,0.0307,32
554,4399,2003-04-13,4,2003,0,41,50,99,0.0225,0.0274,33
555,4250,2003-04-20,4,2003,0,46,53,101,0.0234,0.027,34
556,4301,2003-04-27,4,2003,0,64,18,70,0.0357,0.01,35
557,4158,2003-05-04,5,2003,0,45,6,64,0.0352,0.0047,36
558,4213,2003-05-11,5,2003,0,32,8,28,0.0311,0.0078,37
559,4176,2003-05-18,5,2003,0,12,3,26,0.0144,0.0036,38
560,4196,2003-05-25,5,2003,0,11,4,11,0.0114,0.0041,39
561,4206,2003-06-01,6,2003,0,2,3,12,0.0015,0.0023,40
562,4059,2003-06-08,6,2003,0,12,3,10,0.0105,0.0026,41
563,4035,2003-06-15,6,2003,0,5,3,8,0.0043,0.0026,42
564,4432,2003-06-22,6,2003,0,4,0,4,0.0058,0,43
565,4104,2003-06-29,6,2003,0,9,0,8,0.0239,0,44
566,4156,2003-07-06,7,2003,0,3,0,3,0.0053,0,45
567,4071,2003-07-13,7,2003,0,3,0,2,0.0061,0,46
568,3926,2003-07-20,7,2003,0,1,0,3,0.0018,0,47
569,4083,2003-07-27,7,2003,0,3,0,1,0.0066,0,48
570,3993,2003-08-03,8,2003,0,0,0,1,0,0,49
571,4182,2003-08-10,8,2003,0,0,1,3,0,0.0021,50
572,4037,2003-08-17,8,2003,0,0,0,2,0,0,51
573,4094,2003-08-24,8,2003,0,1,0,0,0.0015,0,52
574,4007,2003-08-31,8,2003,0,1,0,2,0.0016,0,53
575,3997,2003-09-07,9,2004,0,2,0,4,0.0034,0,1
576,4154,2003-09-14,9,2004,0,0,1,2,0,0.0017,2
577,4224,2003-09-21,9,2004,0,5,0,6,0.0065,0,3
578,4306,2003-09-28,9,2004,0,35,0,4,0.0425,0,4
579,4329,2003-10-05,10,2004,0,42,0,2,0.0479,0,5
580,4277,2003-10-12,10,2004,0,87,0,4,0.085,0,6
581,4429,2003-10-19,10,2004,0,165,0,8,0.1165,0,7
582,4371,2003-10-26,10,2004,0,238,1,12,0.149,0.0006,8
583,4444,2003-11-02,11,2004,0,381,0,8,0.195,0,9
584,4388,2003-11-09,11,2004,0,388,0,15,0.2142,0,10
585,4353,2003-11-16,11,2004,0,432,0,28,0.1738,0,11
586,4542,2003-11-23,11,2004,0,462,0,34,0.18,0,12
587,4505,2003-11-30,11,2004,0,490,0,50,0.1693,0,13
588,4672,2003-12-07,12,2004,0,691,0,63,0.1735,0,14
589,4970,2003-12-14,12,2004,0,835,10,84,0.174,0.0021,15
590,4977,2003-12-21,12,2004,0,1223,9,101,0.3322,0.0024,16
591,4988,2003-12-28,12,2004,0,833,1,119,0.2458,0.0003,17
592,4985,2004-01-04,1,2004,1,693,6,129,0.1878,0.0016,18
593,4966,2004-01-11,1,2004,0,632,0,152,0.1895,0,19
594,4857,2004-01-18,1,2004,0,591,1,180,0.187,0.0003,20
595,4856,2004-01-25,1,2004,0,465,0,262,0.1461,0,21
596,4836,2004-02-01,2,2004,0,483,4,363,0.1471,0.0012,22
597,4643,2004-02-08,2,2004,0,356,5,449,0.1196,0.0017,23
598,4634,2004-02-15,2,2004,0,273,1,387,0.1011,0.0004,24
599,4618,2004-02-22,2,2004,0,190,7,544,0.0676,0.0025,25
600,4695,2004-02-29,2,2004,0,145,17,489,0.0577,0.0068,26
601,4474,2004-03-07,3,2004,0,89,8,486,0.0362,0.0033,27
602,4625,2004-03-14,3,2004,0,58,12,527,0.0269,0.0056,28
603,4377,2004-03-21,3,2004,0,24,13,365,0.0138,0.0074,29
604,4390,2004-03-28,3,2004,0,20,11,342,0.0119,0.0065,30
605,4384,2004-04-04,4,2004,0,10,9,269,0.0075,0.0067,31
606,4418,2004-04-11,4,2004,0,8,12,249,0.0052,0.0079,32
607,4429,2004-04-18,4,2004,0,10,5,212,0.0072,0.0036,33
608,4365,2004-04-25,4,2004,0,7,2,175,0.0056,0.0016,34
609,4188,2004-05-02,5,2004,0,6,2,109,0.0054,0.0018,35
610,4192,2004-05-09,5,2004,0,9,0,84,0.0082,0,36
611,4061,2004-05-16,5,2004,0,7,2,62,0.0077,0.0022,37
612,3977,2004-05-23,5,2004,0,1,2,44,0.0015,0.0031,38
613,4172,2004-05-30,5,2004,0,2,1,43,0.0029,0.0014,39
614,4222,2004-06-06,6,2004,0,4,2,29,0.0066,0.0033,40
615,4152,2004-06-13,6,2004,0,1,1,32,0.0017,0.0017,41
616,4138,2004-06-20,6,2004,0,1,0,11,0.0019,0,42
617,3972,2004-06-27,6,2004,0,2,0,14,0.0047,0,43
618,4098,2004-07-04,7,2004,0,0,0,11,0,0,44
619,4042,2004-07-11,7,2004,0,0,0,14,0,0,45
620,4061,2004-07-18,7,2004,0,1,0,10,0.0023,0,46
621,4072,2004-07-25,7,2004,0,1,0,7,0.0025,0,47
622,3802,2004-08-01,8,2004,0,0,0,2,0,0,48
623,3862,2004-08-08,8,2004,0,1,0,1,0.0023,0,49
624,4032,2004-08-15,8,2004,0,2,0,0,0.0053,0,50
625,3915,2004-08-22,8,2004,0,2,0,0,0.004,0,51
626,4063,2004-08-29,8,2004,0,0,0,4,0,0,52
627,4089,2004-09-05,9,2005,0,0,0,7,0,0,1
628,4040,2004-09-12,9,2005,0,1,1,5,0.0018,0.0018,2
629,4225,2004-09-19,9,2005,0,1,1,1,0.0018,0.0018,3
630,4186,2004-09-26,9,2005,0,3,0,7,0.0038,0,4
631,4350,2004-10-03,10,2005,0,4,0,4,0.0052,0,5
632,4340,2004-10-10,10,2005,0,8,0,6,0.0086,0,6
633,4288,2004-10-17,10,2005,0,2,0,33,0.0018,0,7
634,4424,2004-10-24,10,2005,0,14,0,6,0.0126,0,8
635,4338,2004-10-31,10,2005,0,15,0,13,0.0145,0,9
636,4292,2004-11-07,11,2005,0,8,1,25,0.0077,0.001,10
637,4363,2004-11-14,11,2005,0,27,0,25,0.0212,0,11
638,4340,2004-11-21,11,2005,0,31,0,31,0.0244,0,12
639,4391,2004-11-28,11,2005,0,34,1,70,0.0262,0.0008,13
640,4330,2004-12-05,12,2005,0,81,1,94,0.0543,0.0007,14
641,4544,2004-12-12,12,2005,0,129,4,125,0.0858,0.0027,15
642,4665,2004-12-19,12,2005,0,278,2,164,0.1618,0.0012,16
643,4854,2004-12-26,12,2005,0,502,10,187,0.1887,0.0038,17
644,5118,2005-01-02,1,2005,1,730,8,271,0.1818,0.002,18
645,5225,2005-01-09,1,2005,0,822,7,254,0.1913,0.0016,19
646,5136,2005-01-16,1,2005,0,801,23,235,0.2014,0.0058,20
647,4999,2005-01-23,1,2005,0,948,17,381,0.2109,0.0038,21
648,4995,2005-01-30,1,2005,0,976,39,361,0.2354,0.0094,22
649,4996,2005-02-06,2,2005,0,850,61,477,0.1757,0.0126,23
650,4736,2005-02-13,2,2005,0,722,70,604,0.1508,0.0146,24
651,4948,2005-02-20,2,2005,0,627,94,568,0.1431,0.0215,25
652,5089,2005-02-27,2,2005,0,610,156,700,0.1326,0.0339,26
653,4807,2005-03-06,3,2005,0,371,138,586,0.1001,0.0372,27
654,4730,2005-03-13,3,2005,0,321,193,525,0.0963,0.0579,28
655,4483,2005-03-20,3,2005,0,139,192,360,0.058,0.0801,29
656,4555,2005-03-27,3,2005,0,87,237,367,0.033,0.0899,30
657,4534,2005-04-03,4,2005,0,84,184,314,0.0366,0.0801,31
658,4366,2005-04-10,4,2005,0,38,119,225,0.0201,0.063,32
659,4462,2005-04-17,4,2005,0,30,99,153,0.0167,0.055,33
660,4486,2005-04-24,4,2005,0,8,53,91,0.0059,0.0393,34
661,4371,2005-05-01,5,2005,0,9,35,61,0.0073,0.0286,35
662,4400,2005-05-08,5,2005,0,2,32,47,0.0014,0.022,36
663,4350,2005-05-15,5,2005,0,3,25,28,0.0026,0.0213,37
664,4323,2005-05-22,5,2005,0,4,8,27,0.0036,0.0071,38
665,4220,2005-05-29,5,2005,0,1,1,18,0.0013,0.0013,39
666,4270,2005-06-05,6,2005,0,2,4,17,0.0025,0.005,40
667,4114,2005-06-12,6,2005,0,1,2,15,0.0016,0.0032,41
668,3981,2005-06-19,6,2005,0,0,0,2,0,0,42
669,4194,2005-06-26,6,2005,0,2,0,3,0.0043,0,43
670,3999,2005-07-03,7,2005,0,2,0,2,0.0038,0,44
671,4110,2005-07-10,7,2005,0,1,0,4,0.002,0,45
672,4160,2005-07-17,7,2005,0,1,1,3,0.002,0.002,46
673,4110,2005-07-24,7,2005,0,1,0,1,0.002,0,47
674,4099,2005-07-31,7,2005,0,0,0,0,0,0,48
675,4195,2005-08-07,8,2005,0,0,0,1,0,0,49
676,3953,2005-08-14,8,2005,0,0,0,2,0,0,50
677,4088,2005-08-21,8,2005,0,0,0,4,0,0,51
678,4058,2005-08-28,8,2005,0,0,0,2,0,0,52
679,3943,2005-09-04,9,2006,0,0,0,2,0,0,1
680,4137,2005-09-11,9,2006,0,0,0,3,0,0,2
681,4063,2005-09-18,9,2006,0,2,2,3,0.0032,0.0032,3
682,4194,2005-09-25,9,2006,0,0,0,1,0,0,4
683,4167,2005-10-02,10,2006,0,8,0,9,0.0092,0,5
684,4231,2005-10-09,10,2006,0,4,0,13,0.0041,0,6
685,4193,2005-10-16,10,2006,0,0,0,28,0,0,7
686,4405,2005-10-23,10,2006,0,1,0,22,0.001,0,8
687,4415,2005-10-30,10,2006,0,5,0,19,0.0048,0,9
688,4338,2005-11-06,11,2006,0,1,1,33,0.001,0.001,10
689,4257,2005-11-13,11,2006,0,3,4,33,0.0022,0.0029,11
690,4372,2005-11-20,11,2006,0,4,5,59,0.0029,0.0036,12
691,4484,2005-11-27,11,2006,0,8,12,75,0.0055,0.0083,13
692,4489,2005-12-04,12,2006,0,8,23,104,0.0049,0.014,14
693,4417,2005-12-11,12,2006,0,25,37,108,0.0146,0.0217,15
694,4494,2005-12-18,12,2006,0,7,38,145,0.0053,0.0287,16
695,4675,2005-12-25,12,2006,0,43,30,182,0.027,0.0189,17
696,4678,2006-01-01,1,2006,1,37,29,243,0.0166,0.013,18
697,4505,2006-01-08,1,2006,0,34,39,201,0.0134,0.0154,19
698,4491,2006-01-15,1,2006,0,42,45,188,0.0183,0.0196,20
699,4561,2006-01-22,1,2006,0,97,109,216,0.0379,0.0426,21
700,4526,2006-01-29,1,2006,0,128,97,245,0.0458,0.0347,22
701,4567,2006-02-05,2,2006,0,159,126,231,0.0572,0.0453,23
702,4640,2006-02-12,2,2006,0,193,143,263,0.0659,0.0488,24
703,4654,2006-02-19,2,2006,0,212,157,244,0.0682,0.0505,25
704,4720,2006-02-26,2,2006,0,218,228,263,0.0729,0.0762,26
705,4595,2006-03-05,3,2006,0,276,244,191,0.0901,0.0797,27
706,4530,2006-03-12,3,2006,0,318,317,260,0.1015,0.1011,28
707,4572,2006-03-19,3,2006,0,372,255,286,0.1196,0.082,29
708,4597,2006-03-26,3,2006,0,418,192,183,0.1409,0.0647,30
709,4320,2006-04-02,4,2006,0,410,177,202,0.1317,0.0569,31
710,4496,2006-04-09,4,2006,0,358,133,212,0.1232,0.0458,32
711,4363,2006-04-16,4,2006,0,266,86,171,0.1097,0.0355,33
712,4315,2006-04-23,4,2006,0,209,61,136,0.1101,0.0321,34
713,4547,2006-04-30,4,2006,0,112,57,136,0.0615,0.0313,35
714,4306,2006-05-07,5,2006,0,68,28,99,0.0415,0.0171,36
715,4349,2006-05-14,5,2006,0,68,6,57,0.0633,0.0056,37
716,4202,2006-05-21,5,2006,0,31,8,85,0.0248,0.0064,38
717,4233,2006-05-28,5,2006,0,11,6,55,0.01,0.0054,39
718,4167,2006-06-04,6,2006,0,7,3,66,0.0074,0.0032,40
719,4111,2006-06-11,6,2006,0,4,1,38,0.0048,0.0012,41
720,4215,2006-06-18,6,2006,0,3,0,40,0.0038,0,42
721,4175,2006-06-25,6,2006,0,1,2,44,0.0011,0.0022,43
722,4127,2006-07-02,7,2006,0,0,2,28,0,0.0032,44
723,4056,2006-07-09,7,2006,0,3,1,25,0.0043,0.0014,45
724,4082,2006-07-16,7,2006,0,0,0,20,0,0,46
725,4124,2006-07-23,7,2006,0,0,0,27,0,0,47
726,4158,2006-07-30,7,2006,0,0,0,23,0,0,48
727,4142,2006-08-06,8,2006,0,0,0,20,0,0,49
728,4177,2006-08-13,8,2006,0,1,0,12,0.0016,0,50
729,4090,2006-08-20,8,2006,0,0,0,16,0,0,51
730,4113,2006-08-27,8,2006,0,0,0,11,0,0,52
731,4237,2006-09-03,9,2007,0,0,0,16,0,0,1
732,4150,2006-09-10,9,2007,0,4,0,10,0.0051,0,2
733,4181,2006-09-17,9,2007,0,1,0,16,0.001,0,3
734,4208,2006-09-24,9,2007,0,2,0,15,0.0017,0,4
735,4258,2006-10-01,10,2007,0,0,1,24,0,0.001,5
736,4528,2006-10-08,10,2007,0,2,0,42,0.0017,0,6
737,4488,2006-10-15,10,2007,0,1,0,59,0.0008,0,7
738,4473,2006-10-22,10,2007,0,4,0,65,0.0031,0,8
739,4514,2006-10-29,10,2007,0,7,0,117,0.0049,0,9
740,4576,2006-11-05,11,2007,0,12,0,187,0.0094,0,10
741,4551,2006-11-12,11,2007,0,11,1,234,0.0072,0.0007,11
742,4359,2006-11-19,11,2007,0,29,0,321,0.0175,0,12
743,4384,2006-11-26,11,2007,0,35,0,414,0.0179,0,13
744,4670,2006-12-03,12,2007,0,91,2,619,0.0395,0.0009,14
745,4679,2006-12-10,12,2007,0,162,0,638,0.0664,0,15
746,4636,2006-12-17,12,2007,0,167,3,739,0.0566,0.001,16
747,4707,2006-12-24,12,2007,0,112,1,790,0.0426,0.0004,17
748,4971,2006-12-31,12,2007,1,130,0,788,0.0422,0,18
749,4905,2007-01-07,1,2007,0,196,8,781,0.062,0.0025,19
750,4985,2007-01-14,1,2007,0,191,5,584,0.0651,0.0017,20
751,4961,2007-01-21,1,2007,0,227,12,393,0.0786,0.0042,21
752,4953,2007-01-28,1,2007,0,368,17,504,0.1064,0.0049,22
753,5043,2007-02-04,2,2007,0,412,18,402,0.1231,0.0054,23
754,5124,2007-02-11,2,2007,0,595,20,340,0.1616,0.0054,24
755,5029,2007-02-18,2,2007,0,601,38,293,0.1652,0.0104,25
756,5011,2007-02-25,2,2007,0,803,45,275,0.1893,0.0106,26
757,4954,2007-03-04,3,2007,0,874,68,254,0.1978,0.0154,27
758,4903,2007-03-11,3,2007,0,633,59,202,0.161,0.015,28
759,4767,2007-03-18,3,2007,0,367,86,162,0.1129,0.0264,29
760,4560,2007-03-25,3,2007,0,288,91,118,0.104,0.0329,30
761,4533,2007-04-01,4,2007,0,186,99,101,0.0704,0.0375,31
762,4515,2007-04-08,4,2007,0,88,103,81,0.0389,0.0456,32
763,4643,2007-04-15,4,2007,0,73,82,72,0.0341,0.0383,33
764,4445,2007-04-22,4,2007,0,41,78,56,0.02,0.0381,34
765,4367,2007-04-29,4,2007,0,31,54,48,0.0181,0.0315,35
766,4442,2007-05-06,5,2007,0,11,45,27,0.0068,0.028,36
767,4324,2007-05-13,5,2007,0,10,23,15,0.0082,0.0188,37
768,4360,2007-05-20,5,2007,0,7,16,14,0.0062,0.0141,38
769,4403,2007-05-27,5,2007,0,1,3,8,0.0009,0.0026,39
770,4228,2007-06-03,6,2007,0,2,7,13,0.0023,0.0079,40
771,4256,2007-06-10,6,2007,0,4,4,9,0.0047,0.0047,41
772,4192,2007-06-17,6,2007,0,3,3,3,0.0037,0.0037,42
773,4257,2007-06-24,6,2007,0,1,0,3,0.0012,0,43
774,4150,2007-07-01,7,2007,0,0,0,1,0,0,44
775,4429,2007-07-08,7,2007,0,0,1,3,0,0.0014,45
776,4120,2007-07-15,7,2007,0,3,0,4,0.0048,0,46
777,4270,2007-07-22,7,2007,0,0,0,1,0,0,47
778,4227,2007-07-29,7,2007,0,0,0,1,0,0,48
779,4053,2007-08-05,8,2007,0,3,0,3,0.0046,0,49
780,4091,2007-08-12,8,2007,0,0,0,0,0,0,50
781,4186,2007-08-19,8,2007,0,1,0,4,0.0014,0,51
782,4024,2007-08-26,8,2007,0,2,0,0,0.0034,0,52
783,4274,2007-09-02,9,2008,0,0,0,0,0,0,1
784,4203,2007-09-09,9,2008,0,0,0,1,0,0,2
785,4298,2007-09-16,9,2008,0,1,0,4,0.0012,0,3
786,4300,2007-09-23,9,2008,0,1,0,2,0.0012,0,4
787,4340,2007-09-30,9,2008,0,2,0,7,0.0022,0,5
788,4284,2007-10-07,10,2008,0,0,1,9,0,0.0009,6
789,4327,2007-10-14,10,2008,0,9,1,16,0.0067,0.0007,7
790,4349,2007-10-21,10,2008,0,0,0,20,0,0,8
791,4476,2007-10-28,10,2008,0,2,0,38,0.0015,0,9
792,4573,2007-11-04,11,2008,0,3,2,32,0.002,0.0013,10
793,4434,2007-11-11,11,2008,0,1,2,61,0.0006,0.0013,11
794,4512,2007-11-18,11,2008,0,10,3,86,0.0057,0.0017,12
795,4529,2007-11-25,11,2008,0,8,2,110,0.0044,0.0011,13
796,4760,2007-12-02,12,2008,0,45,4,131,0.0201,0.0018,14
797,4831,2007-12-09,12,2008,0,47,20,185,0.0207,0.0088,15
798,4841,2007-12-16,12,2008,0,112,35,228,0.0445,0.0139,16
799,4933,2007-12-23,12,2008,0,86,21,321,0.0448,0.0109,17
